Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping
US,NC,28345,,6.7500,Tax,1,0,1
US,NC,28347,,6.7500,Tax,1,0,1
US,NC,28348,,6.7500,Tax,1,0,1
US,NC,28349,,7.0000,Tax,1,0,1
US,NC,28350,,7.0000,Tax,1,0,1
US,NC,28351,,7.0000,Tax,1,0,1
US,NC,28352,,7.0000,Tax,1,0,1
US,NC,28356,,7.0000,Tax,1,0,1
US,NC,28357,,7.0000,Tax,1,0,1
US,NC,28358,,6.7500,Tax,1,0,1
US,NC,28359,,7.0000,Tax,1,0,1
US,NC,28360,,7.0000,Tax,1,0,1
US,NC,28362,,7.0000,Tax,1,0,1
US,NC,28363,,7.0000,Tax,1,0,1
US,NC,28364,,7.0000,Tax,1,0,1
US,NC,28365,,7.0000,Tax,1,0,1
US,NC,28366,,7.0000,Tax,1,0,1
US,NC,28367,,7.0000,Tax,1,0,1
US,NC,28368,,7.0000,Tax,1,0,1
US,NC,28369,,7.0000,Tax,1,0,1
US,NC,28371,,7.0000,Tax,1,0,1
US,NC,28372,,7.0000,Tax,1,0,1
US,NC,28373,,6.7500,Tax,1,0,1
US,NC,28374,,7.0000,Tax,1,0,1
US,NC,28375,,7.0000,Tax,1,0,1
US,NC,28376,,7.0000,Tax,1,0,1
US,NC,28377,,7.0000,Tax,1,0,1
US,NC,28378,,7.0000,Tax,1,0,1
US,NC,28379,,7.0000,Tax,1,0,1
US,NC,28382,,7.0000,Tax,1,0,1
US,NC,28383,,7.0000,Tax,1,0,1
US,NC,28384,,7.0000,Tax,1,0,1
US,NC,28385,,7.0000,Tax,1,0,1
US,NC,28386,,7.0000,Tax,1,0,1
US,NC,28387,,7.0000,Tax,1,0,1
US,NC,28390,,7.0000,Tax,1,0,1
US,NC,28391,,7.0000,Tax,1,0,1
US,NC,28392,,7.0000,Tax,1,0,1
US,NC,28393,,7.0000,Tax,1,0,1
US,NC,28394,,7.0000,Tax,1,0,1
US,NC,28395,,7.0000,Tax,1,0,1
US,NC,28396,,7.0000,Tax,1,0,1
US,NC,28398,,7.0000,Tax,1,0,1
US,NC,28399,,7.0000,Tax,1,0,1
US,NC,28401,,7.0000,Tax,1,0,1
US,NC,28403,,7.0000,Tax,1,0,1
US,NC,28405,,7.0000,Tax,1,0,1
US,NC,28409,,7.0000,Tax,1,0,1
US,NC,28411,,7.0000,Tax,1,0,1
US,NC,28412,,7.0000,Tax,1,0,1
US,NC,28420,,6.7500,Tax,1,0,1
US,NC,28421,,6.7500,Tax,1,0,1
US,NC,28422,,6.7500,Tax,1,0,1
US,NC,28423,,6.7500,Tax,1,0,1
US,NC,28424,,6.7500,Tax,1,0,1
US,NC,28425,,6.7500,Tax,1,0,1
US,NC,28428,,6.7500,Tax,1,0,1
US,NC,28429,,6.7500,Tax,1,0,1
US,NC,28430,,6.7500,Tax,1,0,1
US,NC,28431,,6.7500,Tax,1,0,1
US,NC,28432,,6.7500,Tax,1,0,1
US,NC,28433,,6.7500,Tax,1,0,1
US,NC,28434,,6.7500,Tax,1,0,1
US,NC,28435,,6.7500,Tax,1,0,1
US,NC,28436,,6.7500,Tax,1,0,1
US,NC,28438,,6.7500,Tax,1,0,1
